,pred_sin,truth_sin,pred_cos,truth_cos,pred_cubic,truth_cubic
337,-0.44626752,-0.4878397,0.916328,0.9851081,0.52023005,0.54562014
338,-0.43875796,-0.39888614,0.9201481,0.94675416,0.5296912,0.40969655
339,-0.4308407,-0.38924295,0.9238816,1.0626808,0.53957486,0.53635705
340,-0.42217678,-0.466057,0.9276731,0.89311343,0.5501979,0.6556431
341,-0.4127141,-0.41009992,0.93153065,1.0126845,0.5615564,0.5724704
342,-0.40257517,-0.24858487,0.9354044,0.8054399,0.57348955,0.58581805
343,-0.39182281,-0.42966858,0.93927747,0.79260296,0.58595484,0.7583421
344,-0.38034293,-0.2803505,0.9431927,0.89888793,0.5991392,0.5463986
345,-0.36786324,-0.3381506,0.9472286,0.8615713,0.6134213,0.66915077
346,-0.35402748,-0.26259246,0.951466,0.9268241,0.62928766,0.7288968
347,-0.3385057,-0.18575367,0.9559478,1.1925434,0.64721346,0.63528895
348,-0.32116053,-0.37303787,0.9606305,0.9124223,0.6674695,0.76217973
349,-0.30224326,-0.10267107,0.96533304,1.1374378,0.6898664,0.8760584
350,-0.28247514,-0.19892085,0.96972257,0.97196054,0.71360505,0.7034453
351,-0.2628308,-0.16710773,0.97337633,1.1050057,0.7374839,0.8314692
352,-0.24408807,-0.1757497,0.9759013,1.0421706,0.7604334,0.83971167
353,-0.22649986,-0.11786278,0.9770203,0.92933077,0.78193873,0.9769291
354,-0.20977116,-0.00553411,0.976584,1.0180178,0.80208695,0.8908812
355,-0.1931887,-0.07146414,0.9745222,1.043674,0.82139224,0.8112527
356,-0.17569122,-0.07100317,0.97076887,1.0576313,0.84064496,0.80425155
357,-0.15578863,0.029402133,0.9651707,0.9241164,0.8609297,1.0037876
358,-0.13144933,0.028678697,0.95748013,1.0352491,0.8837863,1.0134264
359,-0.1006582,-0.05167747,0.9479015,0.9969059,0.9108972,1.0125095
360,-0.06403669,-0.05167747,0.9390701,0.9969059,0.94101703,1.0125095
361,-0.027027424,-0.05167747,0.9366099,0.9969059,0.96653324,1.0125095
362,0.0043483344,-0.05167747,0.9411144,0.9969059,0.98267746,1.0125095
363,0.02690042,-0.05167747,0.94653773,0.9969059,0.9915884,1.0125095
364,0.041833147,-0.05167747,0.9498328,0.9969059,0.9962786,1.0125095
365,0.05210694,-0.05167747,0.9513953,0.9969059,0.9986096,1.0125095
366,0.059833836,-0.05167747,0.9520071,0.9969059,0.9994926,1.0125095
367,0.06623656,-0.05167747,0.95217484,0.9969059,0.99929935,1.0125095
368,0.072055,-0.05167747,0.952209,0.9969059,0.99809283,1.0125095
369,0.07776119,-0.05167747,0.95233345,0.9969059,0.9957555,1.0125095
